VST3i: Surge XT (Surge Synth Team) (2->6ch)

ID,Name,Value Current,Value Middle,Value Min,Value Max,Context Current,Context Middle,Context Min,Context Max
1445,MIDI CC 5|20,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1446,MIDI CC 5|21,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1447,MIDI CC 5|22,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1448,MIDI CC 5|23,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1449,MIDI CC 5|24,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1450,MIDI CC 5|25,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1451,MIDI CC 5|26,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1452,MIDI CC 5|27,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1453,MIDI CC 5|28,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1454,MIDI CC 5|29,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1455,MIDI CC 5|30,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1456,MIDI CC 5|31,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1457,MIDI CC 5|32,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1458,MIDI CC 5|33,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1459,MIDI CC 5|34,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1460,MIDI CC 5|35,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1461,MIDI CC 5|36,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1462,MIDI CC 5|37,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1463,MIDI CC 5|38,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1464,MIDI CC 5|39,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1465,MIDI CC 5|40,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1466,MIDI CC 5|41,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1467,MIDI CC 5|42,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1468,MIDI CC 5|43,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1469,MIDI CC 5|44,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1470,MIDI CC 5|45,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1471,MIDI CC 5|46,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1472,MIDI CC 5|47,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1473,MIDI CC 5|48,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1474,MIDI CC 5|49,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1475,MIDI CC 5|50,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1476,MIDI CC 5|51,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1477,MIDI CC 5|52,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1478,MIDI CC 5|53,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1479,MIDI CC 5|54,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1480,MIDI CC 5|55,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1481,MIDI CC 5|56,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1482,MIDI CC 5|57,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1483,MIDI CC 5|58,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1484,MIDI CC 5|59,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1485,MIDI CC 5|60,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1486,MIDI CC 5|61,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1487,MIDI CC 5|62,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1488,MIDI CC 5|63,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1489,MIDI CC 5|64,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1490,MIDI CC 5|65,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1491,MIDI CC 5|66,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1492,MIDI CC 5|67,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1493,MIDI CC 5|68,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1494,MIDI CC 5|69,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1495,MIDI CC 5|70,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1496,MIDI CC 5|71,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1497,MIDI CC 5|72,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1498,MIDI CC 5|73,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1499,MIDI CC 5|74,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1500,MIDI CC 5|75,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1501,MIDI CC 5|76,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1502,MIDI CC 5|77,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1503,MIDI CC 5|78,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1504,MIDI CC 5|79,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1505,MIDI CC 5|80,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1506,MIDI CC 5|81,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1507,MIDI CC 5|82,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1508,MIDI CC 5|83,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1509,MIDI CC 5|84,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1510,MIDI CC 5|85,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1511,MIDI CC 5|86,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1512,MIDI CC 5|87,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1513,MIDI CC 5|88,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1514,MIDI CC 5|89,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1515,MIDI CC 5|90,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1516,MIDI CC 5|91,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1517,MIDI CC 5|92,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1518,MIDI CC 5|93,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1519,MIDI CC 5|94,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1520,MIDI CC 5|95,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1521,MIDI CC 5|96,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1522,MIDI CC 5|97,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1523,MIDI CC 5|98,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1524,MIDI CC 5|99,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1525,MIDI CC 5|100,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1526,MIDI CC 5|101,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1527,MIDI CC 5|102,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1528,MIDI CC 5|103,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1529,MIDI CC 5|104,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1530,MIDI CC 5|105,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1531,MIDI CC 5|106,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1532,MIDI CC 5|107,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1533,MIDI CC 5|108,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1534,MIDI CC 5|109,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1535,MIDI CC 5|110,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1536,MIDI CC 5|111,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1537,MIDI CC 5|112,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1538,MIDI CC 5|113,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1539,MIDI CC 5|114,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1540,MIDI CC 5|115,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1541,MIDI CC 5|116,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1542,MIDI CC 5|117,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1543,MIDI CC 5|118,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1544,MIDI CC 5|119,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1545,MIDI CC 5|120,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1546,MIDI CC 5|121,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1547,MIDI CC 5|122,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1548,MIDI CC 5|123,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1549,MIDI CC 5|124,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1550,MIDI CC 5|125,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1551,MIDI CC 5|126,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1552,MIDI CC 5|127,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1553,MIDI CC 5|128,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1554,MIDI CC 5|129,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1555,MIDI CC 6|0,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1556,MIDI CC 6|1,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1557,MIDI CC 6|2,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1558,MIDI CC 6|3,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1559,MIDI CC 6|4,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1560,MIDI CC 6|5,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1561,MIDI CC 6|6,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1562,MIDI CC 6|7,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1563,MIDI CC 6|8,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1564,MIDI CC 6|9,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1565,MIDI CC 6|10,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1566,MIDI CC 6|11,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1567,MIDI CC 6|12,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1568,MIDI CC 6|13,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1569,MIDI CC 6|14,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1570,MIDI CC 6|15,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1571,MIDI CC 6|16,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1572,MIDI CC 6|17,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1573,MIDI CC 6|18,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1574,MIDI CC 6|19,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1575,MIDI CC 6|20,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1576,MIDI CC 6|21,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1577,MIDI CC 6|22,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1578,MIDI CC 6|23,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1579,MIDI CC 6|24,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1580,MIDI CC 6|25,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1581,MIDI CC 6|26,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1582,MIDI CC 6|27,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1583,MIDI CC 6|28,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1584,MIDI CC 6|29,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1585,MIDI CC 6|30,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1586,MIDI CC 6|31,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1587,MIDI CC 6|32,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1588,MIDI CC 6|33,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1589,MIDI CC 6|34,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1590,MIDI CC 6|35,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1591,MIDI CC 6|36,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1592,MIDI CC 6|37,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1593,MIDI CC 6|38,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1594,MIDI CC 6|39,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1595,MIDI CC 6|40,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1596,MIDI CC 6|41,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1597,MIDI CC 6|42,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1598,MIDI CC 6|43,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1599,MIDI CC 6|44,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1600,MIDI CC 6|45,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1601,MIDI CC 6|46,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1602,MIDI CC 6|47,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1603,MIDI CC 6|48,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1604,MIDI CC 6|49,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1605,MIDI CC 6|50,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1606,MIDI CC 6|51,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1607,MIDI CC 6|52,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1608,MIDI CC 6|53,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1609,MIDI CC 6|54,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1610,MIDI CC 6|55,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1611,MIDI CC 6|56,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1612,MIDI CC 6|57,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1613,MIDI CC 6|58,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1614,MIDI CC 6|59,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1615,MIDI CC 6|60,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1616,MIDI CC 6|61,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1617,MIDI CC 6|62,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1618,MIDI CC 6|63,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1619,MIDI CC 6|64,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1620,MIDI CC 6|65,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1621,MIDI CC 6|66,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1622,MIDI CC 6|67,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1623,MIDI CC 6|68,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1624,MIDI CC 6|69,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1625,MIDI CC 6|70,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1626,MIDI CC 6|71,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1627,MIDI CC 6|72,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1628,MIDI CC 6|73,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1629,MIDI CC 6|74,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1630,MIDI CC 6|75,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1631,MIDI CC 6|76,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1632,MIDI CC 6|77,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1633,MIDI CC 6|78,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1634,MIDI CC 6|79,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1635,MIDI CC 6|80,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1636,MIDI CC 6|81,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1637,MIDI CC 6|82,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1638,MIDI CC 6|83,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1639,MIDI CC 6|84,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1640,MIDI CC 6|85,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1641,MIDI CC 6|86,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1642,MIDI CC 6|87,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1643,MIDI CC 6|88,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1644,MIDI CC 6|89,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1645,MIDI CC 6|90,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1646,MIDI CC 6|91,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1647,MIDI CC 6|92,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1648,MIDI CC 6|93,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1649,MIDI CC 6|94,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1650,MIDI CC 6|95,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1651,MIDI CC 6|96,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1652,MIDI CC 6|97,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1653,MIDI CC 6|98,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1654,MIDI CC 6|99,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1655,MIDI CC 6|100,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1656,MIDI CC 6|101,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1657,MIDI CC 6|102,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1658,MIDI CC 6|103,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1659,MIDI CC 6|104,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1660,MIDI CC 6|105,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1661,MIDI CC 6|106,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1662,MIDI CC 6|107,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1663,MIDI CC 6|108,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1664,MIDI CC 6|109,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1665,MIDI CC 6|110,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1666,MIDI CC 6|111,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1667,MIDI CC 6|112,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1668,MIDI CC 6|113,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1669,MIDI CC 6|114,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1670,MIDI CC 6|115,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1671,MIDI CC 6|116,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1672,MIDI CC 6|117,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1673,MIDI CC 6|118,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1674,MIDI CC 6|119,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1675,MIDI CC 6|120,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1676,MIDI CC 6|121,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1677,MIDI CC 6|122,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1678,MIDI CC 6|123,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1679,MIDI CC 6|124,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1680,MIDI CC 6|125,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1681,MIDI CC 6|126,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1682,MIDI CC 6|127,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1683,MIDI CC 6|128,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1684,MIDI CC 6|129,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1685,MIDI CC 7|0,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1686,MIDI CC 7|1,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1687,MIDI CC 7|2,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1688,MIDI CC 7|3,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1689,MIDI CC 7|4,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1690,MIDI CC 7|5,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1691,MIDI CC 7|6,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1692,MIDI CC 7|7,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1693,MIDI CC 7|8,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1694,MIDI CC 7|9,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1695,MIDI CC 7|10,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1696,MIDI CC 7|11,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1697,MIDI CC 7|12,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1698,MIDI CC 7|13,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1699,MIDI CC 7|14,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1700,MIDI CC 7|15,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1701,MIDI CC 7|16,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1702,MIDI CC 7|17,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1703,MIDI CC 7|18,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1704,MIDI CC 7|19,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1705,MIDI CC 7|20,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1706,MIDI CC 7|21,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1707,MIDI CC 7|22,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1708,MIDI CC 7|23,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1709,MIDI CC 7|24,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1710,MIDI CC 7|25,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1711,MIDI CC 7|26,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1712,MIDI CC 7|27,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1713,MIDI CC 7|28,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1714,MIDI CC 7|29,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1715,MIDI CC 7|30,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1716,MIDI CC 7|31,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1717,MIDI CC 7|32,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1718,MIDI CC 7|33,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1719,MIDI CC 7|34,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1720,MIDI CC 7|35,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1721,MIDI CC 7|36,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
1722,MIDI CC 7|37,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
