VST3i: Surge XT (Surge Synth Team) (2->6ch)

ID,Name,Value Current,Value Middle,Value Min,Value Max,Context Current,Context Middle,Context Min,Context Max
326,A Filter 2 Resonance,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
327,A Filter 2 FEG Mod Amount,00.50,00.50,00.00,01.00,0.00 semitones,0.00 semitones,-96.00 semitones,96.00 semitones
328,A Filter 2 Keytrack,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
329,A Amp EG Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
330,A Amp EG Attack Shape,00.50,00.50,00.00,01.00,Linear,Linear,Convex,Concave
331,A Amp EG Decay,00.46,00.50,00.00,01.00,0.250 s,0.354 s,0.000 s,32.000 s
332,A Amp EG Decay Shape,00.50,00.50,00.00,01.00,Quadratic,Quadratic,Linear,Cubic
333,A Amp EG Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
334,A Amp EG Release,00.23,00.50,00.00,01.00,0.031 s,0.354 s,0.000 s,32.000 s
335,A Amp EG Release Shape,01.00,00.50,00.00,01.00,Cubic,Quadratic,Linear,Cubic
336,A Amp EG Envelope Mode,00.00,00.50,00.00,01.00,Digital,Analog,Digital,Analog
337,A Filter EG Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
338,A Filter EG Attack Shape,00.50,00.50,00.00,01.00,Linear,Linear,Convex,Concave
339,A Filter EG Decay,00.46,00.50,00.00,01.00,0.250 s,0.354 s,0.000 s,32.000 s
340,A Filter EG Decay Shape,00.50,00.50,00.00,01.00,Quadratic,Quadratic,Linear,Cubic
341,A Filter EG Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
342,A Filter EG Release,00.23,00.50,00.00,01.00,0.031 s,0.354 s,0.000 s,32.000 s
343,A Filter EG Release Shape,01.00,00.50,00.00,01.00,Cubic,Quadratic,Linear,Cubic
344,A Filter EG Envelope Mode,00.00,00.50,00.00,01.00,Digital,Analog,Digital,Analog
345,A LFO 1 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
346,A LFO 1 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
347,A LFO 1 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
348,A LFO 1 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
349,A LFO 1 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
350,A LFO 1 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
351,A LFO 1 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
352,A LFO 1 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
353,A LFO 1 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
354,A LFO 1 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
355,A LFO 1 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
356,A LFO 1 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
357,A LFO 1 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
358,A LFO 2 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
359,A LFO 2 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
360,A LFO 2 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
361,A LFO 2 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
362,A LFO 2 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
363,A LFO 2 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
364,A LFO 2 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
365,A LFO 2 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
366,A LFO 2 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
367,A LFO 2 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
368,A LFO 2 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
369,A LFO 2 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
370,A LFO 2 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
371,A LFO 3 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
372,A LFO 3 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
373,A LFO 3 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
374,A LFO 3 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
375,A LFO 3 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
376,A LFO 3 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
377,A LFO 3 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
378,A LFO 3 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
379,A LFO 3 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
380,A LFO 3 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
381,A LFO 3 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
382,A LFO 3 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
383,A LFO 3 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
384,A LFO 4 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
385,A LFO 4 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
386,A LFO 4 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
387,A LFO 4 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
388,A LFO 4 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
389,A LFO 4 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
390,A LFO 4 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
391,A LFO 4 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
392,A LFO 4 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
393,A LFO 4 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
394,A LFO 4 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
395,A LFO 4 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
396,A LFO 4 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
397,A LFO 5 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
398,A LFO 5 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
399,A LFO 5 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
400,A LFO 5 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
401,A LFO 5 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
402,A LFO 5 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
403,A LFO 5 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
404,A LFO 5 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
405,A LFO 5 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
406,A LFO 5 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
407,A LFO 5 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
408,A LFO 5 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
409,A LFO 5 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
410,A LFO 6 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
411,A LFO 6 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
412,A LFO 6 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
413,A LFO 6 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
414,A LFO 6 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
415,A LFO 6 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
416,A LFO 6 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
417,A LFO 6 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
418,A LFO 6 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
419,A LFO 6 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
420,A LFO 6 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
421,A LFO 6 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
422,A LFO 6 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
423,A Scene LFO 1 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
424,A Scene LFO 1 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
425,A Scene LFO 1 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
426,A Scene LFO 1 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
427,A Scene LFO 1 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
428,A Scene LFO 1 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
429,A Scene LFO 1 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
430,A Scene LFO 1 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
431,A Scene LFO 1 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
432,A Scene LFO 1 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
433,A Scene LFO 1 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
434,A Scene LFO 1 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
435,A Scene LFO 1 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
436,A Scene LFO 2 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
437,A Scene LFO 2 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
438,A Scene LFO 2 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
439,A Scene LFO 2 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
440,A Scene LFO 2 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
441,A Scene LFO 2 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
442,A Scene LFO 2 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
443,A Scene LFO 2 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
444,A Scene LFO 2 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
445,A Scene LFO 2 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
446,A Scene LFO 2 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
447,A Scene LFO 2 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
448,A Scene LFO 2 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
449,A Scene LFO 3 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
450,A Scene LFO 3 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
451,A Scene LFO 3 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
452,A Scene LFO 3 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
453,A Scene LFO 3 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
454,A Scene LFO 3 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
455,A Scene LFO 3 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
456,A Scene LFO 3 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
457,A Scene LFO 3 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
458,A Scene LFO 3 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
459,A Scene LFO 3 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
460,A Scene LFO 3 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
461,A Scene LFO 3 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
462,A Scene LFO 4 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
463,A Scene LFO 4 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
464,A Scene LFO 4 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
465,A Scene LFO 4 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
466,A Scene LFO 4 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
467,A Scene LFO 4 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
468,A Scene LFO 4 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
469,A Scene LFO 4 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
470,A Scene LFO 4 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
471,A Scene LFO 4 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
472,A Scene LFO 4 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
473,A Scene LFO 4 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
474,A Scene LFO 4 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
475,A Scene LFO 5 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
476,A Scene LFO 5 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
477,A Scene LFO 5 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
478,A Scene LFO 5 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
479,A Scene LFO 5 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
480,A Scene LFO 5 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
481,A Scene LFO 5 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
482,A Scene LFO 5 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
483,A Scene LFO 5 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
484,A Scene LFO 5 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
485,A Scene LFO 5 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
486,A Scene LFO 5 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
487,A Scene LFO 5 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
488,A Scene LFO 6 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
489,A Scene LFO 6 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
490,A Scene LFO 6 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
491,A Scene LFO 6 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
492,A Scene LFO 6 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
493,A Scene LFO 6 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
494,A Scene LFO 6 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
495,A Scene LFO 6 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
496,A Scene LFO 6 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
497,A Scene LFO 6 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
498,A Scene LFO 6 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
499,A Scene LFO 6 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
500,A Scene LFO 6 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
501,B Octave,00.50,00.50,00.00,01.00,0,0,-3,3
502,B Pitch,00.50,00.50,00.00,01.00,0.00 semitones,0.00 semitones,-7.00 semitones,7.00 semitones
503,B Portamento,00.00,00.50,00.00,01.00,0.000 s,0.125 s,0.000 s,4.000 s
504,B Play Mode,00.00,00.50,00.00,01.00,Poly,Mono (fingered portamento),Poly,Latch (monophonic)
505,B FM Routing,00.00,00.50,00.00,01.00,Off,3 > 2 > 1,Off,2 > 1 < 3
506,B FM Depth,00.33,00.50,00.00,01.00,-24.00 dB,-12.00 dB,-48.00 dB,24.00 dB
507,B Osc Drift,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
508,B Noise Color,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
509,B Keytrack Root Key,00.47,00.50,00.00,01.00,C4,E4,C-1,G9
510,B Volume,00.89,00.50,00.00,01.00,-3.00 dB,-18.00 dB,-inf dB,0.00 dB
511,B Pan,00.50,00.50,00.00,01.00,0.00 % (Center),0.00 % (Center),-100.00 % (Left),100.00 % (Right)
512,B Width,01.00,00.50,00.00,01.00,100.00 %,0.00 %,-100.00 %,100.00 %
513,B Send FX 1 Level,00.00,00.50,00.00,01.00,-inf dB,-6.00 dB,-inf dB,12.00 dB
514,B Send FX 2 Level,00.00,00.50,00.00,01.00,-inf dB,-6.00 dB,-inf dB,12.00 dB
515,B Send FX 3 Level,00.00,00.50,00.00,01.00,-inf dB,-6.00 dB,-inf dB,12.00 dB
516,B Send FX 4 Level,00.00,00.50,00.00,01.00,-inf dB,-6.00 dB,-inf dB,12.00 dB
517,B Pitch Bend Up Range,00.09,00.50,00.00,01.00,2 semitones,12 semitones,0 semitones,24 semitones
518,B Pitch Bend Down Range,00.09,00.50,00.00,01.00,2 semitones,12 semitones,0 semitones,24 semitones
519,B VCA Gain,00.50,00.50,00.00,01.00,0.00 dB,0.00 dB,-48.00 dB,48.00 dB
520,B Velocity > VCA Gain,01.00,00.50,00.00,01.00,0.00 dB,-24.00 dB,-48.00 dB,0.00 dB
521,B Feedback,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
522,B Filter Configuration,01.00,00.50,00.00,01.00,Wide,Dual 2,Serial 1,Wide
523,B Filter Balance,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
524,B Highpass,00.00,00.50,00.00,01.00,6.88 Hz,84.82 Hz,6.88 Hz,1046.50 Hz
525,B Waveshaper Type,00.00,00.50,00.00,01.00,Off,Additive 12345,Off,Soft Single Fold
526,B Waveshaper Drive,00.50,00.50,00.00,01.00,0.00 dB,0.00 dB,-24.00 dB,24.00 dB
527,B Filter 2 Offset Mode,00.00,00.50,00.00,01.00,Off,Off,Off,On
528,B Link Resonance,00.00,00.50,00.00,01.00,Off,Off,Off,On
529,B Osc 1 Type,00.00,00.50,00.00,01.00,Classic,FM2,Classic,Alias
530,B Osc 1 Octave,00.50,00.50,00.00,01.00,0,0,-3,3
531,B Osc 1 Pitch,00.50,00.50,00.00,01.00,0.00 semitones,0.00 semitones,-7.00 semitones,7.00 semitones
532,B Osc 1 Shape,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
533,B Osc 1 Width 1,00.50,00.50,00.00,01.00,50.00 %,50.00 %,0.00 %,100.00 %
534,B Osc 1 Width 2,00.50,00.50,00.00,01.00,50.00 %,50.00 %,0.00 %,100.00 %
535,B Osc 1 Sub Mix,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
536,B Osc 1 Sync,00.00,00.50,00.00,01.00,0.00 semitones,30.00 semitones,0.00 semitones,60.00 semitones
537,B Osc 1 Unison Detune,00.10,00.50,00.00,01.00,10.00 cents,50.00 cents,0.00 cents,100.00 cents
538,B Osc 1 Unison Voices,00.00,00.50,00.00,01.00,1 voice,9 voices,1 voice,16 voices
539,B Osc 1 Keytrack,01.00,00.50,00.00,01.00,On,Off,Off,On
540,B Osc 1 Retrigger,00.00,00.50,00.00,01.00,Off,Off,Off,On
541,B Osc 2 Type,00.00,00.50,00.00,01.00,Classic,FM2,Classic,Alias
542,B Osc 2 Octave,00.50,00.50,00.00,01.00,0,0,-3,3
543,B Osc 2 Pitch,00.50,00.50,00.00,01.00,0.00 semitones,0.00 semitones,-7.00 semitones,7.00 semitones
544,B Osc 2 Shape,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
545,B Osc 2 Width 1,00.50,00.50,00.00,01.00,50.00 %,50.00 %,0.00 %,100.00 %
546,B Osc 2 Width 2,00.50,00.50,00.00,01.00,50.00 %,50.00 %,0.00 %,100.00 %
547,B Osc 2 Sub Mix,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
548,B Osc 2 Sync,00.00,00.50,00.00,01.00,0.00 semitones,30.00 semitones,0.00 semitones,60.00 semitones
549,B Osc 2 Unison Detune,00.10,00.50,00.00,01.00,10.00 cents,50.00 cents,0.00 cents,100.00 cents
550,B Osc 2 Unison Voices,00.00,00.50,00.00,01.00,1 voice,9 voices,1 voice,16 voices
551,B Osc 2 Keytrack,01.00,00.50,00.00,01.00,On,Off,Off,On
552,B Osc 2 Retrigger,00.00,00.50,00.00,01.00,Off,Off,Off,On
553,B Osc 3 Type,00.00,00.50,00.00,01.00,Classic,FM2,Classic,Alias
554,B Osc 3 Octave,00.50,00.50,00.00,01.00,0,0,-3,3
555,B Osc 3 Pitch,00.50,00.50,00.00,01.00,0.00 semitones,0.00 semitones,-7.00 semitones,7.00 semitones
556,B Osc 3 Shape,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
557,B Osc 3 Width 1,00.50,00.50,00.00,01.00,50.00 %,50.00 %,0.00 %,100.00 %
558,B Osc 3 Width 2,00.50,00.50,00.00,01.00,50.00 %,50.00 %,0.00 %,100.00 %
559,B Osc 3 Sub Mix,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
560,B Osc 3 Sync,00.00,00.50,00.00,01.00,0.00 semitones,30.00 semitones,0.00 semitones,60.00 semitones
561,B Osc 3 Unison Detune,00.10,00.50,00.00,01.00,10.00 cents,50.00 cents,0.00 cents,100.00 cents
562,B Osc 3 Unison Voices,00.00,00.50,00.00,01.00,1 voice,9 voices,1 voice,16 voices
563,B Osc 3 Keytrack,01.00,00.50,00.00,01.00,On,Off,Off,On
564,B Osc 3 Retrigger,00.00,00.50,00.00,01.00,Off,Off,Off,On
565,B Osc 1 Level,01.00,00.50,00.00,01.00,0.00 dB,-18.00 dB,-inf dB,0.00 dB
566,B Osc 1 Mute,00.00,00.50,00.00,01.00,Off,Off,Off,On
567,B Osc 1 Solo,00.00,00.50,00.00,01.00,Off,Off,Off,On
568,B Osc 1 Route,00.50,00.50,00.00,01.00,Both,Both,Filter 1,Filter 2
569,B Osc 2 Level,01.00,00.50,00.00,01.00,0.00 dB,-18.00 dB,-inf dB,0.00 dB
570,B Osc 2 Mute,01.00,00.50,00.00,01.00,On,Off,Off,On
571,B Osc 2 Solo,00.00,00.50,00.00,01.00,Off,Off,Off,On
572,B Osc 2 Route,00.50,00.50,00.00,01.00,Both,Both,Filter 1,Filter 2
573,B Osc 3 Level,01.00,00.50,00.00,01.00,0.00 dB,-18.00 dB,-inf dB,0.00 dB
574,B Osc 3 Mute,01.00,00.50,00.00,01.00,On,Off,Off,On
575,B Osc 3 Solo,00.00,00.50,00.00,01.00,Off,Off,Off,On
576,B Osc 3 Route,00.50,00.50,00.00,01.00,Both,Both,Filter 1,Filter 2
577,B Ring Modulation 1x2 Level,01.00,00.50,00.00,01.00,0.00 dB,-18.00 dB,-inf dB,0.00 dB
578,B Ring Modulation 1x2 Mute,01.00,00.50,00.00,01.00,On,Off,Off,On
579,B Ring Modulation 1x2 Solo,00.00,00.50,00.00,01.00,Off,Off,Off,On
580,B Ring Modulation 1x2 Route,00.50,00.50,00.00,01.00,Both,Both,Filter 1,Filter 2
581,B Ring Modulation 2x3 Level,01.00,00.50,00.00,01.00,0.00 dB,-18.00 dB,-inf dB,0.00 dB
582,B Ring Modulation 2x3 Mute,01.00,00.50,00.00,01.00,On,Off,Off,On
583,B Ring Modulation 2x3 Solo,00.00,00.50,00.00,01.00,Off,Off,Off,On
584,B Ring Modulation 2x3 Route,00.50,00.50,00.00,01.00,Both,Both,Filter 1,Filter 2
585,B Noise Level,01.00,00.50,00.00,01.00,0.00 dB,-18.00 dB,-inf dB,0.00 dB
586,B Noise Mute,01.00,00.50,00.00,01.00,On,Off,Off,On
587,B Noise Solo,00.00,00.50,00.00,01.00,Off,Off,Off,On
588,B Noise Route,00.50,00.50,00.00,01.00,Both,Both,Filter 1,Filter 2
589,B Pre-Filter Gain,00.50,00.50,00.00,01.00,0.00 dB,0.00 dB,-48.00 dB,48.00 dB
